,Unnamed: 0,Nombre,Página Web,Email,Entidad,Municipio,Enlace SIC,Descripción
43,43,San Jerónimo,,,Michoacán de Ocampo,Tacámbaro,http://sic.gob.mx/ficha.php?table=catedral&table_id=47,"No existen datos precisos plasmados en libros que establezcan una fecha probable del inicio de su construcción, pero se cree que fue entre 1538 y 1570, cuando se efectuó la fundación de Tacámbaro, dando lugar también a un convento agustino. Durante este tiempo la Catedral fue devastada por tres incendios, según refiere el cronista de la ciudad, Vicente Gil Méndez; el último fue el 11 de abril de 1865, cuando los belgas fueron derrotados por Nicolás de Régules, lo cual originó que el párroco Crisanto Gómez decidiera poner bóveda al edificio, iniciándose estos trabajos en 1891 con la cooperación del pueblo. Sus campanas son consideradas parte importante de la historia de la misma Catedral. Según lo refiere el investigador Evelio Vargas Ornelas, las campanas actuales son de principios del siglo XX, ya que las más antiguas fueron destruidas por los incendios suscitados. Son cuatro campanas que están distribuidas según los puntos cardinales: la primera, dirigida hacia el norte, la mandó hacer Rafael Béjar el 7 de enero de 1898 y está dedicada a San Rafael, la cual tiene visibles los hoyos hechos por las balas durante la Revolución; la segunda está ubicada hacia el sur y fue hecha el 20 de agosto de 1900, está dedicada a San Ramón; la tercera está hacia el oriente y la mandó hacer el sacerdote Francisco Rubio en 1918, pagada por Vicente Herrera, y la cuarta se mandó hacer en mayo de 1915 y la pagó Teodoro Cavaría y está dedicada a la Virgen de Guadalupe. El interior El altar central consta de dos cuerpos y un basamento. En la parte central de este último se encuentra la sede episcopal, y al centro del primer cuerpo se encuentra un nicho donde se venera al Cristo de los Tablajeros o de la Salud, que data del siglo XVIII. En el segundo cuerpo existe la escultura de San Jerónimo que data del siglo XIX. En el eje de la cúpula existen dos altares formados por un solo cuerpo de cuatro columnas cada uno y seis pilastras de estilo jónico, compuestos con macetones y un medallón con una cruz al centro, retocados con molduras doradas. El trono de Dios, un atractivo, a la mitad de la Catedral, al lado izquierdo, se encuentra una capilla que fue diseñada por Manuel González Galván y construida en los años 70, es de estilo neoclásico, compuesta de una cúpula pequeña de ladrillo rojizo. En el centro se encuentra la escultura en bronce El trono de Dios, que fue elaborada por Miguel Velázquez Tracy e inspirada en el Apocalipsis; mide 1.90 por 1.90 metros y fue bendecida el 28 de octubre de 1972. Contiene unas manos estigmatizadas que simbolizan a Cristo muerto y resucitado, una espada de dos filos que encarna la palabra de Dios que sale de su boca, siete llamas que significan el Espíritu Santo y la Iglesia universal, siete cuernos que aluden a la omnipotencia de Cristo y siete ojos que representan la presencia de Cristo en todas partes. También está integrada por cuatro figuras, Toro, León, Hombre y Águila, que simbolizan la naturaleza animada e inanimada, así como los evangelistas Mateo, Juan, Marcos y Lucas, respectivamente. La nave principal está apoyada sobre pilastras y arcos de cantera separados por una distancia de cinco metros, con una gran cúpula de cobre que antes era de cantera blanca pero que colapsó en el sismo de 1985. Su estilo general corresponde al siglo XIX y principios del XX. La bóveda posee una moldura de yeso dorado con dos arcos. Los muros están divididos por pilastrones de cantera gris que son de estilo dórico y decorados en color oro. El tambor de la cúpula es de forma circular y mide 6.50 metros de altura y once metros de diámetro, posee pilastras de estilo jónico. La cúpula es semiesférica, reconstruida con estructura de acero y cubierta al exterior con láminas de cobre y al interior con yeso decorado en oro, observándose debajo del tambor medallones de los evangelistas Juan, Marcos, Mateo y Lucas. El convento Durante los trabajos de reconstrucción de la Catedral, luego de su afectación durante el sismo de 1985, se descubrieron restos originales del convento del siglo XVI. Entre estos se encuentran la esquina norte del claustro principal, una columna monolítica con su base, dos arcos completos, las dos impostas en que se apoyan los muros y un tercer arco que da hacia el inmueble donde estuvo la Cárcel Municipal. Los arcos se supone que fueron cubiertos durante la Revolución por la forma de la herrería, su forma y aspecto rústico. De acuerdo a la forma de la Catedral, se cree que todavía existe uno oculto, por lo que corresponderá a las autoridades hacer las investigaciones pertinentes.
Cambio de Michoacán, http://www.cambiodemichoacan.com.mx/nota-231927."
44,44,San Martín de Tours,,,Michoacán de Ocampo,Zamora,http://sic.gob.mx/ficha.php?table=catedral&table_id=43,"De estilo ecléctico neoclásico. La actual sede catedralicia de la Diócesis de Zamora Michoacán se alberga en lo que fue antes una parroquia del centro de la ciudad que fue remodelada y reconstruida. Este inmueble ubicado frente a la plaza de armas históricamente se consideró provisional mientras se construía lo que sería la nueva catedral de la diócesis hasta el día de hoy Santuario Guadalupano. El templo fue levantado entre 1835 y 1838 bajo un proyecto del párroco de la ciudad Don José María Cabadas, auxiliado por el presbítero Francisco Enríquez. La obra fue diseñada y dirigida por el maestro arquitecto Nicolás Luna. Fue concluida por el célebre arquitecto Francisco Eduardo Tresguerras. Se realizaron varias obras de construcción entre 1840 y 1862. El templo fue consagrado catedral en 1867, y las torres fueron terminadas en 1879. La planta arquitectónica presenta la forma de cruz latina con un acceso principal y dos laterales. Presenta estilo ecléctico influenciado en el neoclásico. El templo presenta gran parecido y proporciones al templo del Carmen en la ciudad de Celaya Guanajuato. Visitas diariamente de 9 am a 7 pm."
45,45,La Sagrada Familia,,,Nayarit,Del Nayar,http://sic.gob.mx/ficha.php?table=catedral&table_id=51,
46,46,Nuestra Señora de la Asunción ,,,Nayarit,Tepic,http://sic.gob.mx/ficha.php?table=catedral&table_id=52,"La Catedral de Tepic, es el templo católico sede de la diócesis de Tepic. Está ubicada frente a la plaza principal, en el centro de la ciudad.

En el siglo XVIII, en el mismo sitio donde hoy se levanta la catedral, existió un pequeño templo de plata basilical. Por la poca capacidad del inmueble, se pensó en construir uno más grande, adecuado a las necesidades de la creciente población. La obra comenzó el 9 de diciembre de 1804 y continuó hasta finales de 1810, cuando se suspendieron los trabajos debido al movimiento de independencia. En 1819 se reanudaron las labores y para finales de 1822 el edificio estaba terminado; se habían cerrado todas su bóvedas y enjarres.

En 1824 se adquirió su primer órgano, construido por el señor Andrés Muñoz. El párroco Ignacio Castro comenzó en 1847 la construcción de sus altares - de estilo neoclásico- luego instaló vidrieras en sus ventanas; intentó fabricar una fachada y construir la torre, pero esta quedó trunca, aunque se terminó el primer cuerpo y colocó el primer reloj.

En 1868 se proyectó construir las actuales torres y el párroco se inclinó por una muy sencilla, presentada por Gabriel Luna y Rodríguez, los trabajos de este proyecto comenzaron en seguida y se empezó a construir su pórtico, hasta llegar a las ventanas ojivales. Las torres quedaron terminadas el 14 de octubre de 1893 y el 31 de marzo de 1896, respectivamente.

El 23 de junio de 1891, con la bula de León XIII, IIIud in Primis, la antigua parroquia se convirtió en la sede y catedra del obispo, doctor Ignacio Díaz y Macedo (1893-1905).

En 1920 se decidió darle unidad arquitectónica al interior, y se encargó la decoración a Jesús Escamilla, quien presentó un proyecto de corte renacentista, que fue aceptado por el prelado; esto se terminó en 1923. La remodelación incluyó un nuevo trono obispal y sillería de fina talla para los canónigos, diseñados por el maestro carpintero Heliodoro Monroy."
47,47,Catedral San Felipe Apóstol,,,Nuevo León,Linares,http://sic.gob.mx/ficha.php?table=catedral&table_id=54,"Fundada por franciscanos en 1715, la Catedral, dedicada a San Felipe, fue anteriormente una misión. Inició su construcción cuando era cabecera de la Arquidiócesis, en 1779. La cúpula se reconstruyó en 1805 y para 1853 se inició la torre. Es una planta de cruz latina, con cubierta de bóvedas de arista. Estilísticamente, podría hablarse de barroco depurado en lo que a la fachada, recubierta de cantera, se refiere. Pocas veces se combinan alineados en fachada espadaña, cuerpo central de acceso y torre. Aunque el frontón triangular y una cierta contención ornamental acercan la fachada al neoclasicismo, el juego de entrantes y salientes en la base del frontón es de influencia barroca. Hay un fuerte contraste entre la fachada y el volumen posterior, más rústico, con geometrías vernáculas. Incluye potentes contrafuertes en los laterales. En junio de 2008 colapsó la torre del campanario, sostenía cuatro campanas que fueron rescatadas, pero del reloj sólo quedaron fragmentos."
48,48,Catedral Metropolitana de Nuestra Señora de Monterrey,,catedral@arquidiocesismty.org,Nuevo León,Monterrey,http://sic.gob.mx/ficha.php?table=catedral&table_id=53,"En 1612, después de la gran inundación, el terreno donde habría de estar la nueva parroquia quedó definido, pero fue hasta que el gobernador Martín de Zavala pudo unir esfuerzos con el obispo de Guadalajara, Cervantes y Carvajal, que esa construcción se activó contratando en 1663 al sargento Juan de Montalvo, maestro albañil y carpintero, para su construcción y más de cien años después se continuaba edificando. Para 1791 existió el cuerpo de tres naves que hoy se conoce, sin embargo la fachada de estilo barroco no se terminaría sino hasta 1800. Entre 1886 y 1900 se concluyeron los trabajos de la Capilla del Sagrario, la decoración interior, las balaustradas y puertas del atrio. Sin campanario, el sencillo edificio dominó el paisaje de la Plaza de Armas con el carácter de provisional hasta que pudiera construirse otro del tamaño adecuado, lo cual nunca sucedió. El único campanario que tiene se construyó de 1891 a 1899, y la última gran intervención artística que se le hizo fue hacia la década de 1940, cuando el pintor Ángel Zárraga ejecutó el mural que adorna el ábside."
49,49,San Juan Bautista,,,Oaxaca,Heroica Ciudad de Huajuapan de León,http://sic.gob.mx/ficha.php?table=catedral&table_id=5,"La catedral de Huajuapan de León es la sede de la Diócesis de Huajuapan de León desde el año de 1903. El edificio se ubica en el centro de la ciudad y está dedicada a la Virgen de Guadalupe. El templo se levantó a finales del siglo XVII y se realizaron varias ampliaciones y modificaciones durante todo el siglo XIX. Está decorada casi en su totalidad en estilo neoclásico.

Ubicado frente a un amplio atrio, el templo consta de planta de cruz latina, en el crucero central se levanta la cúpula octagonal, de tambor y forma gajonada.

La fachada principal está realizada en cantera roja propia del lugar, que le da un bello aspecto. Consta de dos cuerpos y tres arcos de acceso, separados por grandes contrafuertes que son rematados por dos jarrones de cantera. La portada principal consta de arco de medio punto, sostenido por dos columnas adosadas a la pared. El arco de acceso es enmarcado por dos columnas tipo estípite que sostienen a las del segundo cuerpo donde se ubica la ventana coral, la cual está enmarcada por dos columnas que son también de tipo estípite. Las puertas laterales son de arco de medio punto y sobre estas se ubican sencillas ventanas; cada portada lateral está rematada por un sencillo frontón.

Las torres del templo son de tres cuerpos, la del lado norte cuenta con un reloj agregado en el año de 1900.

El interior consta de tres naves, las cuales son sostenidas por columnas de orden toscano. Al crucero es en donde se alza la cúpula del templo. En el ábside se encuentra el altar principal."
50,50,San Juan Evangelista,,,Oaxaca,Huautla de Jiménez,http://sic.gob.mx/ficha.php?table=catedral&table_id=6,"Catedral dedicada a San Juan Evangelista, que data de 1966, pero cuyas campanas tienen más de 150 años. Asimismo, está ubicado el Palacio Municipal y la Torre del Reloj, construida a inicios del siglo pasado."
51,51,La Asunción (San Marcial) ,,,Oaxaca,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=catedral&table_id=20,"El edificio se comenzó a construir hacia 1535, exprofeso para catedral, el cual constaba de tres naves, con techumbre de paja, y esta construcción era muy austera. Durante la construcción del templo las funciones catedralicias las asumió el templo de San Juan de Dios.

La catedral empezó a actuar como tal en 1640. A finales del siglo XVII se agregan las capillas laterales, así como las bóvedas de las naves. En 1724, Miguel de Sanabria, a quien se le encomiendan las obras, inició la construcción de otro edificio que fue terminado en 1733, ya que el anterior fue afectado por los temblores, tan comunes en la zona. Motivo por el cual el edificio, al igual que otros templos en la ciudad, es de pesadas dimensiones.

Finalmente, en 1740 se inició la última construcción; se le pusieron canceles traídos de Europa y candiles florentinos. Doce años después la portada principal fue concluida.

En el siglo XIX no se realizaron remodelaciones o construcciones importantes, salvo la sustitución del remate de la fachada principal por una torre con campanario, por el año de 1890."
52,52,San Juan Bautista (en construcción),http://catedraltuxtepec.com/,,Oaxaca,San Juan Bautista Tuxtepec,http://sic.gob.mx/ficha.php?table=catedral&table_id=17,
53,53,San Pedro y San Pablo,,,Oaxaca,San Pedro y San Pablo Ayutla,http://sic.gob.mx/ficha.php?table=catedral&table_id=44,1965
54,54,San Pedro,,obispadodetehuantepec@hotmail.com,Oaxaca,Santo Domingo Tehuantepec,http://sic.gob.mx/ficha.php?table=catedral&table_id=50,"La catedral forma parte del Conjunto religioso fundado por la Orden Dominica en el siglo XVI.
La construcción fue realizada de 1544 a 1550, siendo Vicario Fray Fernando de Albuquerque. Se dice que el rey zapoteco de Tehuantepec, Cocijopí, bautizado como Juan Cortés de Cocijopí, ofreció sus tesoros y cientos de indios de todos los barrios y pueblos tributarios de su reino para la construcción de esta obra.
El conjunto arquitectónico está integrado por el Templo de Santo Domingo, la Capilla abierta (hoy convertida en Catedral de San Pedro), el patio atrial y el claustro o ex convento. El Templo de Santo Domingo, restaurado en 1953, es de una sola nave cubierta con bóvedas de nervaduras góticas. En su interior sobresalen tres altares con esculturas religiosas. La Catedral de San Pedro, cubierta con techumbre de madera sobre arcos y columnas de hierro, contiene el Sagrario y altares dedicados a Jesucristo, la Virgen del Carmen y a la Virgen de Los Dolores. Las fachadas de estos dos espacios corresponden a una remodelación contemporánea. Al lado norte del Templo está ubicado el edificio del obispado, el cual luce una arcada de cantera. El atrio está delimitado por una barda atrial provista de dos accesos. El ex convento fue rescatado de su ruina para convertirse en sede de la Casa de la Cultura de Tehuantepec.
El Palacio o Conjunto Residencial está en el lado oriente de las plazas. Sobre varias terrazas en desnivel fueron construidos los cuartos, algunos con columnas circulares. Hay patios con escalinatas para comunicarse entre ellas y se encuentra un mirador de forma redonda construido sobre una roca natural desde donde se puede admirar una gran extensión del Istmo. Todas las estructuras fueron construidas con pequeñas lajas extraídas del área, pegadas con argamasa y aplanadas con estuco.
El horario de visita de este espacio es de lunes a domingo de 9 a 18 h."
55,55,Catedral de Santa María de la Asunción,,catedralteziutlan@hotmail.com,Puebla,Teziutlán,http://sic.gob.mx/ficha.php?table=catedral&table_id=99,"Catedral que luce una fachada monumental en cantera rosa con dos altas torres, manteniendo el estilo del sagrario. Antiguamente fue una ermita dedicada a San Miguel Arcángel, posteriormente se convirtió en Capilla del Rosario. Combina en su construcción varios estilos; románico, barroco y neoclásico. En su interior cobija, a la Inmaculada Virgen de la Asunción, patrona de la ciudad a quien se le festeja cada año en el mes de Agosto."
56,56,San Felipe Neri,http://www.diocesisdequeretaro.org.mx/,,Querétaro,Querétaro,http://sic.gob.mx/ficha.php?table=catedral&table_id=57,"De estilo herreriano su construcción se inició el 27 de mayo de 1866 y se puso en servicio el primer día del mes de enero de 1900. Está decorada con piso de mosaico y doce ventanales con cristales emplomados que representan escenas de la Sagrada Familia en Nazaret. En las naves laterales se encuentran los murales, obra de Andrés González, titulados La Batalla de Levanto, San José Obrero, San José protector de la Iglesia Universal y El Tránsito del señor San José. Al fondo y en el centro se presenta una alegoría que representa entre nubes ángeles y querubines rodeando a la Virgen de la Asunción. También se encuentran catorce estaciones del Vía Crucis que son pinturas al óleo idénticas a las que de hallan en la catedral de Puebla. La fachada es de cantera y tiene cinco accesos. Cuenta con un órgano que data de 1900."
57,57,Santísima Trinidad,https://www.facebook.com/catedralSTcancun/?rf=329026383844014,catedral_santisimatrinidad@hotmail.com,Quintana Roo,Benito Juárez,http://sic.gob.mx/ficha.php?table=catedral&table_id=58,"Es un conjunto arquitectónico de 12,000 m2 que a la usanza de las cresterías mayas sobresale de la característica selva baja caducifolia del lugar. Está compuesto por una nave principal, un edificio anexo de salones y auditorio; un complejo de criptas-capillas, como servicios complementarios cuenta con un estacionamiento para 180 autos; oficinas para la residencia y los servicios obispales; y un atrio para acoger hasta 3,000 visitantes."
58,58,Nuestra Señora de Guadalupe,http://catedraldevalles.com/,,San Luis Potosí,Ciudad Valles,http://sic.gob.mx/ficha.php?table=catedral&table_id=61,1944-1962
59,59,Inmaculada Concepción,http://www.iglesiapotosina.org/,,San Luis Potosí,Matehuala,http://sic.gob.mx/ficha.php?table=catedral&table_id=59,"A mediados del siglo XIX, el obispo de la arquidiócesis de San Luis Potosí, don Ignacio Montes de Oca, manifestó la necesidad urgente de demoler la que entonces era la parroquia de Matehuala debido a que ésta presentaba un estado de deterioro y que amenazaba con derrumbarse.

Tras haberse derribado se encargó al arquitecto italiano Adamo Boari, constructor oficial del general don Porfirio Díaz, presidente de México, la construcción del nuevo templo. Sin embargo, Boari tenía varios proyectos en construcción, como el Palacio de Bellas Artes, por lo que no pudo hacerse cargo directamente de la obra. Realizó el proyecto tomando como modelo la iglesia de Saint Joseph de Brotteaux de Lyon, construida por Gaspar André en el mismo siglo XIX.

La primera piedra se puso en 1906 con leves variantes en sus dimensiones. La nave norte fue el primer cuerpo en ser terminado y en ser usado para las celebraciones religiosas, conocido por los matehualenses como «la nave».

El arquitecto Manuel López Torrija fue el encargado de realizar el plan de construcción, cuya cimentación fue realmente imponente, pues se emplearon enormes bloques de piedra azul. Así comenzó esta obra que no tardó en ser suspendida por causa de la Revolución.

Fue hasta la época del arzobispo Tritschler, en los años 1930, quien retomó el interés por reanudar las obras, determinando la utilización de piedra artificial, ya que consideró que si se hubiera esperado a llevar piedra natural a Matehuala, como muchos sugerían, el templo no se hubiera continuado, otro problema con el que se enfrentó el obispo fue que los planos del proyecto se encontraban perdidos o quizá destruidos, pero el obispo recurrió a sus amigos arquitectos cuando era profesor en el Seminario Conciliar de México, y estos reconocieron los planos como existentes en la Academia de San Carlos y en Lyon, Francia, en un proyecto muy similar al de Matehuala. Con estos elementos el arzobispo encargó al arquitecto Jorge de María y Campos la continuación de las columnas dobles, los arcos y cupulas del templo.

A mitad del siglo XX se terminó la primera fase de su construcción al finalizarse el altar, la nave sur y los laterales. La catedral aún no se encuentra terminada y se están construyendo las torres de la fachada principal.

El 28 de mayo de 1997, la parroquia de la Inmaculada Concepción de Matehuala, fue elevada a la categoría de catedral en una carta del papa Juan Pablo II al episcopado mexicano, en la cual el máximo representante de la Iglesia católica en el mundo daba fe para que se fundara la Diócesis de Matehuala teniendo como sede la parroquia de la Inmaculada Concepción, que a su vez sería ascendida al grado de catedral."
60,60,Nuestra Señora de la Expectación,,,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=catedral&table_id=60,"Está ubicada en el centro histórico de la capital potosina, en el costado oriental de la Plaza de Armas, o plaza principal. El edificio que actualmente conocemos se levantó en el año 1670 y fue terminado en el año 1730. Fue catedral a partir de 1854. Está dedicada a Nuestra Señora de la Expectación. Anteriormente sobre el lugar se levantaba una antigua parroquia, siendo muy modesta, con muros de adobe y techo de tejamanil, la cual databa de 1593. Duró muy poco tiempo, ya que se demolió para levantar una de mayores dimensiones. Pero debido a la riqueza resultante de la explotación de las minas de oro y plata provenientes de las zonas cercanas a la ciudad (principalmente del Cerro de San Pedro), fue que se levantaron los grandes y opulentos templos y conventos. Para el año de 1670, se demolió el edificio para levantar un templo de mayores dimensiones, de cal y canto. Las obras fueron dirigidas por el maestro Nicolás Sánchez. Se terminó el conjunto en 1730.

Como catedral, se consagra el edificio en agosto del año 1854, bajo el pontificado de S.S. el Papa Pío IX. Motivo por el cual comienzan las obras de remodelación y ampliación del templo.

En 1896 con motivo del jubileo episcopal del Excmo. Sr. Ignacio Montes de Oca y Obregón, 4º Obispo de San Luis Potosí, ordena decorar totalmente el interior.

Originalmente contaba con una torre, del lado sur. La segunda torre, le fue agregada con motivo del Centenario de la Independencia de México, que fue patrocinada por el señor Meade, es una copia exacta de la primera.

De fachada principal con dos lateral de cantera rosa. Presenta tres naves con dos cruceros La principal de ocho bóvedas, y las laterales de siete. Presenta una cúpula ochavada al centro del mismo. Cuenta con dos capillas en los cubos de las torres. El exterior está cubierto de cantera rosa, característica de la zona.

Posee una fachada barroca diseñada a manera de biombo, similar a la de la Basílica de Guadalupe en la Ciudad de México, cuenta con tres cuerpos. Los dos primeros formados por contrafuertes semi hexagonales, divididos por columnas de estilo salomónico, seis en cada uno. Entre estos, se ubican los nichos, también seis en los dos cuerpos, en donde se encuentran colocadas las esculturas de los doce apóstoles. Estas esculturas fueron esculpidas en mármol de Carrara, Italia, por los hermanos Biagi (afincados en la ciudad); fueron encargadas por el Exmo. Sr. Montes de Oca, para remplazar las anteriores de cantera. Estas esculturas de mármol son réplicas fieles de las que se encuentran en el interior de la Basílica de San Juan de Letrán en Roma; además, es el único templo en el mundo con 24 esculturas de los apóstoles: las 12 de mármol en la fachada y las otras 12 de cantera en las orillas del techo del templo (muro sur). El arco de entrada del primer cuerpo es de medio punto, en el segundo cuerpo se observa un medallón de forma ovalada, que en un principio tenía esculpido el escudo de la ciudad. El tercer cuerpo, formado por barandales que rematan los contrafuertes y en medio de éstos, se ubica el reloj, coronado por un templete que resguarda una escultura de la virgen María (expectante, embarazada). Es uno de los más bellos ejemplos del barroco salomónico de México. A pesar de haber sido restaurada conserva su aspecto original.

Las torres son barrocas, de tres cuerpos, columnas salomónicas y nichos, sus cupulillas están cubiertas de azulejos.

Interior:
Dividido en tres naves; la central con ocho bóvedas, las dos laterales con siete y las tres naves llegan hasta el muro de la calle Morelos (parte trasera del templo). Decorado a la manera neoclásica, es como hoy nos ha llegado, puesto que con la elevación de rango del templo a catedral, sufrió cambios en el interior. De estilo neoclásico con detalles decorativos neobizantinos o neopompeyanos, fue la decoración llevada a cabo en 1896 en las bóvedas y paredes, realizada por obra de los italianos Claudio Molina y Giuseppe Compiani.

El altar principal se compone de un gran ciprés realizado en mampostería, de dos cuerpos. En el primero se encuentra San Luis Rey de Francia, el segundo resguarda la imagen de Nuestra Señora de la Expectación. Los altares laterales son realizados en estilo neoclásico. Detrás del altar principal se ubica el coro. Frente al ciprés se ve la mesa del altar, y debajo, escultura de San Sebastián. Es copia de la que existe en las Catacumbas de San Sebastián, en Roma.

El artesonado de la cúpula está decorado con florones dorados."
61,61,Nuestra Señora del Rosario,,,Sinaloa,Culiacán,http://sic.gob.mx/ficha.php?table=catedral&table_id=62,"Se construyó entre 1842 y 1885, presenta una sobria fachada de tipo neoclásico en donde resaltan los detalles en cantera sobre los muros lisos. Su puerta de acceso es de arco de medio punto y sobre ella se ve una cornisa que sirve de apoyo para el arranque de dos ventanas del coro. El remate es semicircular con adornos en cantera y una peana sobre la que se alza la imagen del protector de la Virgen, San Miguel Arcángel, venciendo al demonio. El templo es de planta de cruz latina con una gran bóveda en el crucero."
62,62,Purísima Concepción,,,Sinaloa,Mazatlán,http://sic.gob.mx/ficha.php?table=catedral&table_id=63,"La catedral basílica menor de Mazatlán, dedicada a la Purísima Concepción, es el principal edificio religioso de la ciudad de Mazatlán, estado de Sinaloa, México, de estilo barroco, y sede de la diócesis de Mazatlán. Está ubicado en el centro histórico. Las obras del templo se comenzaron en el año de 1856, por orden del entonces obispo Pedro Loza y Pardavé. Más tarde, el párroco Miguel Lacarra retoma las obras y es por éste que se dan por concluidas en el año de 1899. La consagración del templo como basílica se realizó el 12 de diciembre de 1941. Consta de planta basílical, con tres naves, las cuales tienen la misma altura. Cuenta con una cúpula octogonal con linternilla, coronada por una cruz de hierro. Las torres son de dos cuerpos y presentan remates en forma de prismas truncados, los cuales son coronados por una cruz. La portada de la catedral consta de tres arcos ojivales, de fuerte acento neogótico, los cuales sirven de portón de acceso al arco principal, de medio punto y sostenido por pilastras, las cuales sostienen el frontón triangular. La joya de la catedral es su grandioso órgano construido en París por el fabricante Aristide Cavaillie-Coll (1811-1899) y aunque en los archivos de la catedral no se señala en que fecha se adquirió este maravilloso instrumento musical, información periodística de la época indica que el día 17 de mayo de 1899 el órgano fue tocado por primera vez, deleitando a la sociedad católica del puerto."
63,63,Corazón Sacratísimo de Jesús,,,Sonora,Cajeme,http://sic.gob.mx/ficha.php?table=catedral&table_id=65,"La catedral de Ciudad Obregón, es un templo católico sede de la Diócesis de Ciudad Obregón, es una de las catedrales más recientes del país, ya que fue levantada a finales del siglo XX. Está dedicada al Sagrado Corazón de Jesús. De estilo moderno, destaca su enorme cubierta, en forma de prisma truncado, sobre el cual se levanta una gran cruz. En el interior se puede apreciar un gran retablo con imágenes esculpidas en mármol y decoraciones con hoja de oro y bronce."
64,64,Nuestra Señora de la Asunción,,,Sonora,Hermosillo,http://sic.gob.mx/ficha.php?table=catedral&table_id=64,"La Catedral de Hermosillo, dedicada a la Virgen de la Asunción, mide 30 metros de altura es el principal templo de la Arquidiócesis de Hermosillo, y uno de los edificios más representativos de la ciudad. Anterior al inmueble, había en el lugar una capilla de pequeñas dimensiones, levantada en el siglo XVIII. La construcción actual se levanta debido a la necesidad de un espacio más grande, para atender a los fieles y que estuviera de acuerdo al crecimiento de la ciudad. Las obras fueron apoyadas por el entonces obispo Herculano López de la Mora, y se consagró en 1908, a pesar de que no se habían concluido las obras del edificio y faltaba una de las torres. La cúpula se concluyó en 1963.

El edificio cuenta con 3 naves; la principal de mayor tamaño y dos laterales. La fachada, de estilo ecléctico, muy en boga en aquella época, combina elementos del barroco y el neogótico. Consta de dos cuerpos y remate. El primero presenta el arco de acceso, de medio punto, custodiado por dos columnas de estilo corintio. Otras dos columnas corintias, pares, sostienen un friso, que presenta al segundo cuerpo, presidido por las dos ventanas del coro, con arco ojival, de forma neogótica, custodiadas por dos columnas también de orden corintio. Arriba de las ventanas se ubica el reloj. Las columnas del segundo cuerpo sostienen el remate, de forma ondulada, con barandal y jarrones de cantera.

Las puertas de acceso a las naves laterales, ubicadas al lado de la portada central, presentan dos cuerpos y remate de arquitectura idéntica. El primer cuerpo consta de un arco de medio punto, coronado por un frontón semicircular, sobre el cual se ubica un nicho con la imagen de una santo. Dos columnas corintias a los lados del arco sostienen una cornisa que enmarca el primer cuerpo; el segundo cuerpo presenta nichos vacíos enmarcados por columnas pareadas, a su vez dos columnas corintias sostienen una cornisa con frontón triangular, en cuya parte interior se encuentra un medallón.

El interior está decorado al estilo neoclásico, y destaca el altar principal."
65,65,Catedral del Señor de Tabasco,https://www.facebook.com/Catedral-del-Se%C3%B1or-de-Tabasco-274007409315957/,,Tabasco,Centro,http://sic.gob.mx/ficha.php?table=catedral&table_id=66,"La Catedral de Tabasco, también conocida como Catedral del Señor de Tabasco, es el principal centro religioso y es la sede de la Diócesis de Tabasco, con sede en la ciudad de Villahermosa, ubicada en la zona central de la misma. La primera iglesia construida en su actual ubicación data de alrededor del siglo XVIII conocida como Iglesia del Señor de Esquipulas. En el siglo XIX, tiene lugar la construcción de la catedral, sin embargo durante el siglo XX fue destruida por un incendio, propiciado por la campaña antirreligiosa del por entonces gobernador del estado Tomás Garrido Canabal, el cual ordenó el cierre de las iglesias y destrucción de las imágenes religiosas. Terminada la etapa del Garridismo se inicia la reconstrucción de la catedral en la década de los 60, concluyéndose aproximadamente diez años después. Su pequeño interior contrasta con su gran fachada, flanqueada por dos imponentes torres de casi 80 metros de altura, las cuales se pueden ver desde la mayor parte de la ciudad. La entrada al recinto de estilo barroco, está decorada con columnas de capitel de tipo corintio, frontones y nichos."
66,66,Nuestra Señora del Refugio,,,Tamaulipas,Matamoros,http://sic.gob.mx/ficha.php?table=catedral&table_id=68,"La obra fue iniciada por el padre Nicolás Ballí a principios del siglo XIX. De tres naves, con una arquitectura de estilo neoclásico. Al pasar de los años la catedral ha sufrido ligeras modificaciones. La fachada, de estilo neoclásico, cuenta con tres arcos de acceso, flanqueados por columnas toscanas, seis en total. El arco principal es de medio punto, mientras que los laterales son de tipo ojival. Los arcos sostienen un frontón triangular, en cuyo centro se encuentra la ventana del coro, de forma también ojival. Las torres laterales son de dos niveles, y los remates de forma cónica prismática, similar a los de la Catedral de Nueva Orleáns, en Louisiana.

El interior, reformado, solía contar con grandes candiles de velas, los cuales se cambiaron por iluminación eléctrica. Asimismo las bancas, luces y pisos cambiaron; también se introdujo un clima artificial y la modificación en el salón contiguo al templo. En 1933 un fuerte huracán azotó la región de Matamoros, derrumbando las dos torres que coronan la catedral, y sustituidas por las actuales.

El altar, neoclásico, no ha sufrido cambio alguno. En el 2005 se añadió a la nave sur una escultura, réplica de la famosa Piedad del Vaticano."
67,67,Catedral del Espíritu Santo,,,Tamaulipas,Nuevo Laredo,http://sic.gob.mx/ficha.php?table=catedral&table_id=67,
