,Unnamed: 0,Nombre,Página Web,Email,Entidad,Municipio,Enlace SIC,Descripción
21,21,Zona de Monumentos Arqueológicos de Xochicalco,http://www.patrimonio-mexico.inah.gob.mx/,,Morelos,Miacatlán,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=23,"Xochicalco es uno de los ejemplos mejor conservados de una edificación fortificada con funciones políticas, religiosas y comerciales, del conflictivo período de los años 650 al 900 posteriores a la desintegración de los grandes estados de Mesoamérica como Teotihuacan, Monte Albán, Palenque y Tikal."
22,22,Centro Histórico de Oaxaca y Zona Arqueológica de Monte Albán,http://www.patrimonio-mexico.inah.gob.mx/,,Oaxaca,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=21,"Monte Albán fue habitada durante un período de 1,500 años por una sucesión de pueblos Olmecas, Zapotecos y Mixtecos- sus terrazas, presas, canales, pirámides y montículos literalmente fueron tallados en la montaña y, son símbolos de una topografía sagrada.
La Ciudad de Oaxaca, ubicada a pocos km de Monte Albán, construída sobre una cuadrícula típica es un excelente ejemplo del urbanismo español de la colonia. La solidez y el volumen de los edificios nos indican que fueron adaptados a la región sísmica en la que estas joyas arquitectónicas fueron construidas."
23,23,Cuevas prehistóricas de Yagul y Mitla,https://lugares.inah.gob.mx/zonas-arqueologicas/zonas/9286-cuevas-de-mitla-y-yagul.html,,Oaxaca,Tlacolula de Matamoros,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=35,"Situado en el Valle de Tlacolula, en el Estado de Oaxaca, este sitio comprende dos conjuntos de vestigios arqueológicos prehispánicos y una serie de cuevas prehistóricas y refugios rocosos. En algunos de estos refugios se han encontrado restos arqueológicos y vestigios de arte rupestre que son testimonios de la vida de los primeros agricultores sedentarizados. En la cueva de Guilá Naquitz se han hallado semillas de cucurbitáceas de 10.000 años de antigüedad, que constituyen los restos más tempranos de plantas domesticadas descubiertos hasta la fecha en el continente americano, así como fragmentos de espigas de maíz que son uno de los más antiguos testimonios de la domesticación de esta planta. El paisaje cultural de las cuevas de Yagul y Mitla pone de manifiesto el vínculo entre el hombre y la naturaleza que dio lugar a la domesticación de las plantas en la América Septentrional y abrió paso al desarrollo de las civilizaciones mesoamericanas."
24,24,Centro Histórico de Puebla ,http://www.patrimonio-mexico.inah.gob.mx/,,Puebla,Puebla,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=5,"Puebla, fundada ex nihilo en 1531, está ubicada a unos 100 km al este de Ciudad de México, cerca de las faldas del volcán Popocatepetl. Ha conservado sus magníficas estructuras religiosas como la Catedral que data de los siglos 16 y 17 y hermosos edificios como el Antiguo Palacio del Arzobispado así como una serie de casas cuyas paredes están cubiertas de azulejos.
Los nuevos conceptos estéticos resultantes de la fusión de estilos europeos y americanos fueron adoptadas a nivel local y son propios del Barroco distrito de Puebla."
25,25,Valle de Tehuacán-Cuicatlán: hábitat originario de Mesoamérica,http://www.patrimonio-mexico.inah.gob.mx/index.php,,Puebla,Tehuacán,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=40,"El valle de Tehuacán-Cuicatlán, es parte de la región mesoamericana, es la zona árida o semiárida con la biodiversidad más rica de toda América del Norte. Compuesto por tres componentes, Zapotitlán-Cuicatlán, San Juan Raya y Purrón, es uno de los principales centros de diversificación de la familia de los cactus, que se encuentra en grave peligro en todo el mundo. El valle alberga los bosques más densos de cactus columnares en el mundo, dando forma a un paisaje único que también incluye agaves, yucas y robles. Los restos arqueológicos demuestran desarrollos tecnológicos y la domesticación temprana de cultivos. El valle presenta un sistema excepcional de gestión del agua de canales, pozos, acueductos y presas, el más antiguo del continente, que ha permitido la aparición de asentamientos agrícolas. El bien mixto se encuentra en el centro sur de México, entre los estados de Oaxaca y Puebla; cuenta con una superficie de 145,255.20 hectáreas, y una zona de amortiguamiento de 344,931.68 hectáreas, dentro del Área Natural Protegida de carácter Federal Reserva de la Biosfera Tehuacán-Cuicatlán. En el valle se evidencia la adaptación del ser humano en un ambiente hostil a lo largo de más de 14 mil años, por medio de sistemas de aguas, la domesticación de plantas, sistemas agrícolas y prácticas complementarias con el uso de cactáceas y la producción de sal, asentamientos residenciales y diversos sistemas políticos, religiosos y lingüísticos. También fue testigo del surgimiento de las lenguas proto-otomangues que dieron lugar a la familia lingüística más antigua y diversificada del continente americano, el otomangue, con fuertes raíces que perviven hasta nuestros días. Este bien es parte de la Reserva de la Biosfera Tehuacán-Cuicatlán la cual es una muestra excepcional de los ecosistemas semiáridos del trópico mexicano, con una muy importante diversidad biológica, geológica y cultural. Esta diversidad es el resultado de procesos ecológicos y evolutivos únicos, en los que ha influido la presencia sus pobladores humanos desde hace cientos de años. Uno de los rasgos más distintivos de la región de Tehuacán-Cuicatlán es su alta biodiversidad. En la región existe un alto número de especies que singularizan su flora y su fauna, así como una variedad de fósiles vivientes, plantas y animales, que son testimonio de las diferentes etapas geológicas del desarrollo, no sólo del valle, sino de otras tierras que lo han rodeado y enriquecido en las distintas épocas de su historia. La Reserva de la Biosfera Tehuacán Cuicatlán no sólo es importante desde el punto de vista biológico, sino también cultural. El desarrollo de la civilización en el Valle de Tehuacán-Cuicatlán se ha venido dando desde hace siglos y en su territorio actualmente co-habitan ocho pueblos indígenas. La región de Tehuacán-Cuicatlán constituye una muestra excepcional de los ecosistemas semiáridos del trópico mexicano y es considerada como uno de los principales centros de diversidad biológica en México por la Unión Internacional para la Conservación de la Naturaleza (UICN), ya que su gran variedad de formas de vida, así como su alto índice de endemismo, hacen de este valle un núcleo de gran relevancia dentro de los proyectos de conservación en nuestro país. Aquí, existen abundantes depósitos fosilíferos, así como un registro paleontológico que contiene vestigios de la domesticación del maíz; la región posee sitios arqueológicos, cerámica preclásica, salineras y complejas obras de ingeniería hidráulica, con canales, represas y terrazas de cultivo; además, reúne un conjunto de valles y serranías de gran importancia ecológica y cultural. Situado entre los estados de Puebla y Oaxaca, el sitio, con poco más de 145,000 hectáreas, es uno de los iconos medioambientales de México."
26,26,Misiones Franciscanas de la Sierra Gorda,http://www.patrimonio-mexico.inah.gob.mx/,,Querétaro,Landa de Matamoros,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=6,"Las Misiones Franciscanas de la Sierra Gorda se construyeron durante la última fase de la conversión al cristianismo en México, a mediados del siglo 18, y se convirtieron en una referencia importante para la continuación de la evangelización de California, Arizona y Texas. Las fachadas ricamente decoradas de las iglesias son de especial interés ya que representan un ejemplo de la labor creadora que llevaron a cabo conjuntamente misioneros e indígenas. Las poblaciones rurales que se desarrollaron alrededor de las misiones han conservado su carácter autóctono. Las cinco misiones son: Misión de Santiago de Jalpan, Misión de Nuestra Señora del Agua de Landa, Misión de San Francisco del Valle de Tilaco, Misión de Nuestra Señora de la Luz de Tancoyol y Misión de Concá San Miguel."
27,27,Zona de Monumentos Históricos de Querétaro,http://www.patrimonio-mexico.inah.gob.mx,,Querétaro,Querétaro,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=7,"La antigua ciudad colonial de Querétaro es inusual pues logró mantener el trazado tradicional de las ciudades españolas junto con las sinuosas callejuelas de los barrios indígenas. El otomí, el tarasco, el chichimeca y el español conviven pacíficamente en la ciudad, que se caracteriza por los numerosos monumentos barrocos civiles y religiosos de su época dorada en los siglos XVII y XVIII."
28,28,Reserva Ecológica de Sian Ka´an,http://www.patrimonio-mexico.inah.gob.mx/,,Quintana Roo,Felipe Carrillo Puerto,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=8,"En el idioma de los pueblos mayas que una vez habitaron esta región, Sian Ka´an significa Origen del Cielo. Situada en la costa este de la península de Yucatán, esta reserva de biosfera contiene bosques tropicales, manglares y pantanos, así como una gran sección marina atravesada por una barrera de arrecifes. Es un magnífico hábitat para una flora y fauna de gran riqueza compuesta por más de 300 especies de aves, así como un gran número de vertebrados terrestres característicos de la región, que cohabitan en el entorno diverso formado por su complejo sistema hidrológico."
29,29,Los Voladores Bixom T'iiw de Tamaletom,,,San Luis Potosí,Tancanhuitz,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=41,"Es una danza ritual de origen prehispánico que se ha preservado a largo de los años y se practica principalmente en la comunidad de Tamaletom. Este ritual de voladores se realiza durante fiestas patronales, en los carnavales, en los solsticios y equinoccios, en las festividades de los muertos y en ceremonias asociadas con la fertilidad agrícola. La etapa de vuelo puede realizarse en cualquier momento con fines de exhibición en la actualidad; ello requiere de un constante entrenamiento mental, espiritual y físico.

En la manifestación teenek del ritual, los voladores despliegan sus atributos de gavilanes que vuelan hacia Pulik Kiichaa, El Gran Señor del Sol. Para conocer mejor el ritual, es importante aproximarse a algunos de los aspectos específicos que lo conforman identificando las vicisitudes históricas y contemporáneas de una expresión del pensamiento simbólico transmitido mediante la tradición oral de una generación a otra de voladores.

Guy Stresser-Péan (Guilhem, 2008: 410) sostenía que lo que se conoce de las danzas de los huastecos es debido a que aún subsisten en la actualidad, y en cuanto a la danza del volador, mencionaba que:

…hace poco tiempo se propagaba por toda la región, en tiempos antiguos era una ceremonia de la hermandad de guerreros de las águilas. Una danza de los jaguares era su contraparte. Había también danzas de la tierra, de la lluvia y del maíz.

El proceso completo del ritual puede dividirse en cuatro partes primordiales. En la primera, se observa a los danzantes salir al monte en busca del árbol al que llaman “palo volantín” o “palo del volador” (dhotom-té en teenek), que servirá de mástil por el cual ascenderán hasta la cúspide de trece o más metros de altura. En relación a esta parte de la ceremonia llevada a cabo en la actualidad del siglo XXI, cabe señalar que la manera de realizarse es muy similar a lo que describió el cronista Torquemada en el XVI (1976: Lib. X, Cap. XXXVIII, 434) al narrar: “Cuando habían de volar, traían del monte un árbol muy grande y grueso y descortezábanlo y dejábanlo liso. Éste era muy derecho y del tamaño suficiente que bastase a dar trece vueltas a su redonda el que en él volaba”. Ha sido una tradición ancestral el hecho de que antes de cortar el árbol los teenek ofrenden alimentos que colocan al pie del mismo, entre los que pueden mencionarse el bolim (un tamal ceremonial) y otros objetos como las velas de cera encendidas,el aguardiente y el incienso de copal que dirigen a los cuatro rumbos cósmicos fundamentales en la cosmología teenek. Durante esta pequeña ceremonia, se pide permiso a Muxi o Señor del Mar , al Señor del monte (Mam Laab) y a la Gran Madre Tierra (Pulik Miim-Tsabaal). Hasta hace seis décadas aproximadamente el árbol podía ser cortado en las inmediaciones de la comunidad y arrastrado posteriormente por más de una decena de hombres.

La segunda parte del ritual se lleva a cabo ya en el área del Centro ceremonial a donde ha sido llevado el tronco. Ahí, uno de los voladores realiza marcas circulares con aguardiente sobre la tierra que representan a los cuatro rumbos, y una última marca al centro, representa a la madre tierra, delimitando con este gesto, el espacio que ha de perforarse para erigir el palo. Una vez cavado el hoyo, en el interior se coloca una vela, a la vez que se sahúma con copal, y en una de sus paredes se excava un pequeño agujero para colocar dentro un pollito vivo de tres días de nacido que es literalmente emparedado como ofrenda a la tierra. Mientras, el palo yace recostado sobre el piso para facilitar el amarrado de la cuerda que hará de escalera. Una vez levantado, en la punta colocan un artefacto llamado “manzana” o chomol, que es el mecanismo que permite hacer girar las cuerdas cuando inicia el vuelo. Sobre ésta, se coloca el cuadro con arcos enramados representando a los Dioses del Viento que sostendrán a los voladores. Una vez colocado, nuevamente se ofrenda y se esparce copal al pie del mástil.

La tercera etapa de la ceremonia es cuando los voladores aparecen ataviados con un gorro rojo de forma cónica hecho de plumas. Puede observarse que en las manos sostienen un atado de plumas de águila como una suerte de extensiones para simular las alas. Son cuatro voladores,uno para cada rumbo del cosmos y un quinto danzante, el último en subir, es el capitán o caporal, quien se colocará en el centro que corresponde al lugar de la Madre tierra. Allí, mientras danza, ofrece una jícara sagrada, al tiempo que sopla aguardiente a los cuatro puntos. Una cuerda atada a la cintura sirve a cada uno para descender de cabeza creando una espiral, incluyendo al capitán, quien bajará encaramado a la cuerda de uno de los voladores. Son trece vueltas en total desde la parte alta del mástil hasta que tocan el piso, que multiplicadas por cuatro suman cincuenta y dos, lo que puede considerarse en un rasgo eminentemente mesoamericano que han compartido los teenek con otros pueblos, ya que este número se vincula a creencias ancestrales relativas a la era del Fuego Nuevo o siglo indígena. El ritual de los voladores representa la renovación permanente del cosmos ante su propio desgaste.

En esta etapa del ritual hay otras danzas que tienen lugar sobre la tierra, por ejemplo, la danza colorada encabezada según algunas versiones por el Dios del fuego, en la que participan hombres y mujeres que forman dos círculos concéntricos. Esta ceremonia tan compleja en sus distintas etapas se lleva a cabo durante varios días, por lo que posterior a los primeros descensos, ocho días después aproximadamente, el capitán de danza sacrifica un guajolote en la punta del mástil donde ofrece sus plumas a los cuatro vientos. Esta vez, al descender, uno de los danzantes extenderá los brazos sosteniendo al guajolote muerto, con el que finalmente, se elaborará una comida ritual al cocinarlo dentro de un hoyo que servirá de horno de leña; éste se cubren de tierra dejando un montículo. Mientras dura el cocimiento,las mujeres danzan noche y día alrededor del palo volador sosteniendo un cordel hecho de flores.

La cuarta y última etapa es indicada por el cocimiento del tamal. Los danzantes regresan y bailan alrededor del montículo antes de desenterrarlo. Finalmente, la comida ritual es llevada a la cueva sagrada donde continúan las ofrendas y las “limpias” que se hacen a los danzantes hombres y mujeres rociándolos con aguardiente.

Dividir esta tradición en varias partes nos permite detectar que la ceremonia total se compone de varios eventos rituales en los que están implícitos distintas expresiones estéticas como la vestimenta de hombres y mujeres, la música y la danza.

Todo ello se manifiesta en los tres planos del cosmos, el terrestre, el celeste y el inframundo. Se observa además la representación reiterada de los rumbos del universo, los rezos, los alimentos y la eminente presencia de las aves tan importantes en la vida simbólica de los teenek pues significan en parte al contexto diurno.

Elementos materiales de la danza ritual:
Palo volantín
Música de tambor y flauta de carrizo
1 Cuadro con arcos enramados
Manzana o chomol
Cuerdas
Vestimenta tradicional: pantalón y camisa de manta, gorro cónico con plumas

Elementos de la ofrenda:
Copal
Jícara
Bolim
Aguardiente
Velas
Cigarros"
30,30,Reserva de la Biosfera El Pinacate y el Gran Desierto de Altar,http://whc.unesco.org/en/list/1410,,Sonora,San Luis Río Colorado,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=37,"Por el impresionante paisaje con los volcanes dormidos y ríos de lava negra y roja de El Pinacate en la parte oriental, así como las dunas de arena cambiantes del desierto Gran Altar en el oeste.
Diez cráteres enormes, profundos y casi perfectamente circulares también contribuyen a la belleza de este lugar cuya excepcional combinación lo convierte en especialmente interesante para la ciencia.
En términos fisiográficos y geomorfológicos, la reserva se extiende hasta el extremo noroeste de la llanura costera del Golfo de California, en la gran provincia fisiográfica del desierto de Sonora se encuentra en América del Norte. A lo largo de la zona, la elevación del terreno es de 200 a 1200 M. La variedad de formaciones geológicas son de naturaleza diferente, se pueden observar cráteres volcánicos, conos de ceniza y flujos de lava, dunas consolidadas y cauces de arena móviles y una amplia gama de pendientes de aluvión y vastas playas y montañas de basalto y granito. Todo esto permite una gran variedad de hábitats y de riqueza biológica y paisajística. Esta región se caracteriza por la escasez de precipitaciones pluviales, temperaturas altas en verano, radiación solar intensa, humedad relativamente baja y una alta evaporación. El clima es desértico extremo o muy árido, con lluvias en invierno. Las temperaturas que se registran en esta región son las más altas del hemisferio norte, con un máximo de 56.7 grados Celsius. En términos hidrológicos, la reserva es parte de la cuenca baja del río Sonoyta con muchas camas de río efímero, sus tanques de agua de semejan una piscina natural por la forma de tallado en las rocas, representa la única fuente de agua permanente en la zona. La presencia de más de 560 especies de plantas es uno de los principales valores biológicos de la reserva es posible gracias a las condiciones físicas y climáticas de la región, se vuelve aún más importante teniendo en cuenta el alto grado endemismo, especialmente en el área de las dunas. A pesar de las condiciones inhóspitas de la región, están representados todos los grupos de vertebrados superiores. Se registraron 41 especies de mamíferos, 237 especies de aves, 42 de reptiles, y cuatro especies de anfibios de peces de agua dulce."
31,31,Ciudad Prehispánica de El Tajín,http://www.patrimonio-mexico.inah.gob.mx/,,Veracruz de Ignacio de la Llave,Papantla,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=13,"Situado en el estado de Veracruz, El Tajín se encontraba en su apogeo en los tempranos siglos IX al XIII. Se convirtió en el más importante centro en el noreste de Mesoamérica tras la caída del Imperio de Teotihuacan. Su influencia cultural se extendió a lo largo de todo el Golfo y penetró en la región maya y en las mesetas centrales de México. Su arquitectura, única en Mesoamérica, se caracteriza por la elaboración de relieves tallados en columnas y friso. La Pirámide de los Nichos, una obra maestra de la antigua arquitectura de América y de México, revela el significado simbólico y astronómico de los edificios. El Tajín ha sobrevivido como un destacado ejemplo de la grandeza y la importancia de las culturas prehispánicas de México."
32,32,Zona de Monumentos Históricos de Tlacotalpan,http://www.patrimonio-mexico.inah.gob.mx/,,Veracruz de Ignacio de la Llave,Tlacotalpan,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=9,"Tlacotalpan, puerto fluvial de la época de la colonia española en la costa del Golfo de México, fundado a mediados del siglo XVI. Su estructura urbana original se ha logrado conservar a un grado notable, con amplias calles, casas coloniales con gran profusión de estilos y colores, y muchos árboles centenarios en los espacios públicos y en jardines privados."
33,33,Ciudad Prehispánica de Uxmal ,http://www.patrimonio-mexico.inah.gob.mx/,,Yucatán,Santa Elena,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=11,"La ciudad maya de Uxmal, en Yucatán, fue fundada en el siglo 700 d.C, y tenía cerca de 25,000 habitantes. La ubicación de los edificios, que datan de entre los años 700 y 1000, revela un gran conocimiento de la astronomía. La Pirámide del Adivino, como los españoles la llamaron, domina el centro ceremonial que consta de varios edificios de excelente diseño, decorados con profusión de motivos simbólicos así como esculturas que representan a Chaac, el dios de la lluvia. Los sitios ceremoniales de Uxmal, Kabah, Sayil y Labná se consideran los puntos culminantes de la arquitectura y el arte maya."
34,34,Ciudad Prehispánica de Chichén Itzá ,http://www.patrimonio-mexico.inah.gob.mx/,,Yucatán,Tinum,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=10,"Este lugar sagrado es uno de los mayores centros mayas de la Península de Yucatán. A lo largo de sus casi 1.000 años de historia, diferentes pueblos han dejado su huella en la ciudad. La visión del mundo y del universo de Mayas y Toltecas se revela en sus monumentos de piedra y obras de arte. La fusión de las técnicas de construcción maya con elementos nuevos del centro de México hacen que Chichén-Itzá sea uno de los ejemplos más importantes de la civilización maya-tolteca en Yucatán. Varios edificios han sobrevivido, como el Templo de los Guerreros, El Castillo y el observatorio circular conocido como El Caracol."
35,35,Centro Histórico de Zacatecas,http://www.patrimonio-mexico.inah.gob.mx/,,Zacatecas,Zacatecas,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=12,"Fundada en 1546 tras el descubrimiento de un rico filón de plata, Zacatecas alcanzó el apogeo de su prosperidad en los siglos XVI y XVII. Construida sobre las empinadas laderas de un estrecho valle, la ciudad goza de vistas impresionantes, se conservan muchos edificios antiguos, tanto religiosos como civiles. La catedral, construida entre 1730 y 1760, domina el centro de la ciudad. Se destaca por su diseño armonioso y por sus fachadas de estilo barroco, donde elementos decorativos indígenas y europeos se encuentran uno al lado del otro."
